code,parent_code,name
01.28.18.000,01.28.18,Ваниль необработанная
01.28.19,01.28.1,Пряности необработанные прочие
01.28.19.000,01.28.19,Пряности необработанные прочие
01.28.2,01.28,Шишки хмеля
01.28.20,01.28.2,Шишки хмеля
01.28.20.000,01.28.20,Шишки хмеля
01.28.3,01.28,"Растения, используемые в основном в парфюмерии, фармации или в качестве инсектицидов, фунгицидов и для аналогичных целей"
01.28.30,01.28.3,"Растения, используемые в основном в парфюмерии, фармации или в качестве инсектицидов, фунгицидов и для аналогичных целей"
01.28.30.110,01.28.30,Культуры эфиромасличные
01.28.30.120,01.28.30,Культуры лекарственные
01.28.30.190,01.28.30,"Растения, используемые в основном в парфюмерии, фармации или в качестве инсектицидов, фунгицидов и для аналогичных целей, прочие"
01.29,01.2,Культуры многолетние прочие
01.29.1,01.29,Каучук натуральный
01.29.10,01.29.1,Каучук натуральный
01.29.10.000,01.29.10,Каучук натуральный
01.29.2,01.29,Деревья рождественские (новогодние)
01.29.20,01.29.2,Деревья рождественские (новогодние)
01.29.20.000,01.29.20,Деревья рождественские (новогодние)
01.29.3,01.29,"Материалы растительные, используемые главным образом для плетения, а также набивки, крашения или дубления"
01.29.30,01.29.3,"Материалы растительные, используемые главным образом для плетения, а также набивки, крашения или дубления"
01.29.30.110,01.29.30,"Материалы растительные, используемые главным образом для плетения"
01.29.30.120,01.29.30,"Материалы растительные, используемые главным образом для набивки (например, капок, растительные волокна, морской взморник), в том числе в виде полотнищ на подложке из других материалов или без нее"
01.29.30.130,01.29.30,"Материалы растительного происхождения, используемые главным образом для производства щеточных изделий и метел"
01.29.30.190,01.29.30,"Материалы растительного происхождения, не включенные в другие группировки"
01.3,01,"Материалы растительные: растения живые; луковицы, клубнелуковицы и корневища; отводки и черенки; грибницы"
01.30,01.3,"Материалы растительные: растения живые; луковицы, клубнелуковицы и корневища; отводки и черенки; грибницы"
01.30.1,01.30,"Материалы растительные: растения живые; луковицы, клубнелуковицы и корневища; отводки и черенки; грибницы"
01.30.10,01.30.1,"Материалы растительные: растения живые; луковицы, клубнелуковицы и корневища; отводки и черенки; грибницы"
01.30.10.110,01.30.10,"Луковицы, клубнелуковицы, корневища цветов"
01.30.10.111,01.30.10.110,Луковицы гиацинтов
01.30.10.112,01.30.10.110,Луковицы нарциссов
01.30.10.113,01.30.10.110,Луковицы тюльпанов
01.30.10.114,01.30.10.110,Клубнелуковицы гладиолусов
01.30.10.115,01.30.10.110,Корневища орхидей
01.30.10.119,01.30.10.110,"Луковицы, клубнелуковицы, корневища прочих цветов"
01.30.10.120,01.30.10,Рассада
01.30.10.121,01.30.10.120,Рассада цветов
01.30.10.122,01.30.10.120,Рассада овощных культур
01.30.10.123,01.30.10.120,Рассада ягодных культур
01.30.10.124,01.30.10.120,Дернина рулонная (газон рулонный)
01.30.10.129,01.30.10.120,Рассада прочих растений
01.30.10.130,01.30.10,"Культуры плодовые и ягодные, включая черенки и отводки"
01.30.10.131,01.30.10.130,Культуры плодовые семечковые
01.30.10.132,01.30.10.130,Культуры плодовые косточковые
01.30.10.133,01.30.10.130,Культуры ягодные
01.30.10.134,01.30.10.130,Культуры орехоплодные
01.30.10.135,01.30.10.130,Культуры цитрусовые
01.30.10.136,01.30.10.130,Виноград (культура ягодная)
01.30.10.139,01.30.10.130,Культуры плодовые и ягодные прочие
01.30.10.140,01.30.10,"Культуры декоративные, включая черенки и отводки"
01.30.10.141,01.30.10.140,Рододендроны и азалии
01.30.10.142,01.30.10.140,"Сорта роз и шиповника (дикой розы) культурные, включая черенки и отводки"
01.30.10.149,01.30.10.140,"Культуры декоративные, включая черенки и отводки, прочие"
01.30.10.150,01.30.10,Мицелий гриба (грибница)
01.30.10.151,01.30.10.150,Мицелий тепличных шампиньонов
01.30.10.159,01.30.10.150,Мицелий прочих грибов
01.4,01,Животные живые и продукты животного происхождения
01.41,01.4,"Скот молочный крупный рогатый живой, молоко сырое крупного рогатого скота"
01.41.1,01.41,Скот молочный крупный рогатый живой
01.41.10,01.41.1,Скот молочный крупный рогатый живой
01.41.10.110,01.41.10,Скот молочный крупный рогатый живой (кроме племенного)
01.41.10.120,01.41.10,Скот молочный крупный рогатый живой племенной
01.41.2,01.41,Молоко сырое крупного рогатого скота
01.41.20,01.41.2,Молоко сырое крупного рогатого скота
01.41.20.110,01.41.20,Молоко сырое коровье
01.41.20.120,01.41.20,Молоко сырое буйволиц
01.41.20.130,01.41.20,Молоко сырое ячих
01.41.20.190,01.41.20,"Молоко сырое прочего крупного рогатого скота, не включенного в другие группировки"
01.42,01.4,Скот крупный рогатый прочий и буйволы живые и их сперма
01.42.1,01.42,Скот крупный рогатый прочий и буйволы живые
01.42.11,01.42.1,Скот крупный рогатый прочий и буйволы живые (кроме телят и молодняка)
01.42.11.110,01.42.11,"Скот крупный рогатый прочий и буйволы живые (кроме телят и молодняка), кроме племенного"
